YEAR,JOBTITLE,CATEGORY,CURRENCY,SALARY,RESIDENCE,EXPERIENCELEVEL,COMPANYLOCATION,COMPANYSIZE
2022,DATA ARCHITECT,data architecture and modeling,usd,192564,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,144854,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,130000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,105000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,179305,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,142127,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,315000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,225000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,243900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,156600,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,206000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,160000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,109000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,79000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,160000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,109000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST LEAD,data science and research,eur,85000,AUSTRIA,mid-level,austria,L
2022,DATA ENGINEER,data engineering,usd,182500,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,128500,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,mid-level,united states,M
2022,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,mid-level,united states,M
2022,DATA MANAGER,leadership and management,usd,77300,UNITED STATES,entry-level,united states,M
2022,DATA MANAGER,leadership and management,usd,45600,UNITED STATES,entry-level,united states,M
2022,DATA ANALYST,data analysis,usd,127000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,110000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,210000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,136000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,140000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,247500,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,172200,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,225000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,184100,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,130000,UNITED STATES,mid-level,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,90000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,120000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,100000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,85000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,78000,UNITED STATES,mid-level,united states,M
2022,DATA ENGINEER,data engineering,usd,161000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,110000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,104000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,eur,45000,SPAIN,senior,spain,M
2022,DATA SCIENTIST,data science and research,eur,36000,SPAIN,senior,spain,M
2022,HEAD OF DATA,leadership and management,usd,205000,UNITED STATES,executive,united states,M
2022,HEAD OF DATA,leadership and management,usd,160000,UNITED STATES,executive,united states,M
2022,DATA ANALYST,data analysis,usd,169000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,110600,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,gbp,50000,UNITED KINGDOM,entry-level,united kingdom,M
2022,DATA ENGINEER,data engineering,gbp,40000,UNITED KINGDOM,entry-level,united kingdom,M
2022,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,245000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,135000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,220000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,198440,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,144000,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,240000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,198440,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,144000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,150000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,100000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,120000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,gbp,47000,UNITED KINGDOM,mid-level,united kingdom,M
2022,DATA ANALYST,data analysis,usd,64000,UNITED STATES,entry-level,united states,L
2022,DATA SCIENTIST,data science and research,eur,38000,FRANCE,entry-level,france,L
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,187200,CANADA,senior,canada,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,116100,CANADA,senior,canada,M
2022,DATA ANALYST,data analysis,usd,150000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,127000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,275000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,166000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,159699,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,138938,UNITED STATES,senior,united states,M
2022,BI ANALYST,bi and visualization,usd,76000,UNITED STATES,entry-level,united states,L
2022,DATA ANALYST,data analysis,usd,166700,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,119000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,130000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,100000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,gbp,84000,UNITED KINGDOM,senior,united kingdom,M
2022,ANALYTICS ENGINEER,leadership and management,gbp,75000,UNITED KINGDOM,senior,united kingdom,M
2022,DATA ANALYST,data analysis,usd,80000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,52500,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,236000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,182000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,225000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,156400,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,135000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,100000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2022,RESEARCH ENGINEER,data science and research,usd,240000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,125404,CHINA,entry-level,united states,S
2022,DATA ENGINEER,data engineering,usd,300000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,195000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,175000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,155000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,110000,UNITED STATES,senior,united states,M
2022,DATA OPERATIONS ANALYST,data quality and operations,usd,123000,UNITED STATES,senior,united states,M
2022,DATA OPERATIONS ANALYST,data quality and operations,usd,92250,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2022,ML ENGINEER,machine learning and ai,usd,180000,UNITED STATES,mid-level,united states,M
2022,ML ENGINEER,machine learning and ai,usd,100000,UNITED STATES,mid-level,united states,M
2022,DATA ENGINEER,data engineering,usd,97000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,210000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,260000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,180000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,210000,UNITED STATES,executive,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,157000,UNITED STATES,executive,united states,M
2022,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,entry-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,100000,UNITED STATES,entry-level,united states,M
2022,DATA ANALYST,data analysis,usd,80000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,52500,UNITED STATES,mid-level,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,128000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,81500,UNITED STATES,senior,united states,M
2022,DATA OPERATIONS ENGINEER,data quality and operations,usd,105000,UNITED STATES,senior,united states,M
2022,DATA OPERATIONS ENGINEER,data quality and operations,usd,70000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,175000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,122500,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,171000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,117000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,202800,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,104300,UNITED STATES,senior,united states,L
2022,DATA ANALYST,data analysis,eur,48000,SPAIN,senior,spain,M
2022,DATA ANALYST,data analysis,eur,35000,SPAIN,senior,spain,M
2022,DATA ENGINEER,data engineering,usd,197000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,99000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,110000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,30000,MEXICO,mid-level,mexico,L
2022,ANALYTICS ENGINEER,leadership and management,usd,78000,BRAZIL,mid-level,brazil,M
2022,ANALYTICS ENGINEER,leadership and management,usd,48000,BRAZIL,mid-level,brazil,M
2022,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,150000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,78000,BRAZIL,mid-level,brazil,M
2022,DATA ENGINEER,data engineering,usd,42000,BRAZIL,mid-level,brazil,M
2022,DATA ARCHITECT,data architecture and modeling,usd,345600,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,230400,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,115000,UNITED STATES,senior,united states,M
2022,BI ANALYST,bi and visualization,usd,78000,BRAZIL,mid-level,brazil,M
2022,BI ANALYST,bi and visualization,usd,48000,BRAZIL,mid-level,brazil,M
2022,DATA ANALYST,data analysis,usd,175950,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,130050,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,205600,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,105700,UNITED STATES,senior,united states,L
2022,DATA ANALYST,data analysis,usd,236600,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,89200,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,84000,BRAZIL,mid-level,brazil,M
2022,DATA SCIENTIST,data science and research,usd,54000,BRAZIL,mid-level,brazil,M
2022,DATA SCIENTIST,data science and research,usd,80000,UNITED STATES,entry-level,united states,L
2022,MARKETING DATA ANALYST,data analysis,usd,200000,UNITED KINGDOM,senior,united kingdom,S
2022,DATA SCIENTIST,data science and research,cad,96000,CANADA,entry-level,canada,L
2022,DATA SCIENCE LEAD,data science and research,usd,165000,UNITED STATES,senior,united states,S
2022,DATA SCIENTIST,data science and research,gbp,27000,UNITED KINGDOM,entry-level,united kingdom,L
2022,DATA ENGINEER,data engineering,usd,185900,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,129300,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,169000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,110600,UNITED STATES,senior,united states,M
2021,DATA ENGINEER,data engineering,aud,100000,AUSTRALIA,mid-level,australia,L
2022,DATA ENGINEER,data engineering,usd,225000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,184100,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,225000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,156400,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,108000,UNITED STATES,entry-level,united states,S
2022,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,38000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,85000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,65000,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,38000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,gbp,90000,UNITED KINGDOM,mid-level,united kingdom,M
2022,DATA ENGINEER,data engineering,gbp,75000,UNITED KINGDOM,mid-level,united kingdom,M
2022,DATA SCIENTIST,data science and research,usd,153600,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,106800,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,50000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,185900,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,129300,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,38000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,168000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,123400,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,88100,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,120000,UNITED STATES,senior,united states,S
2022,DATA SCIENTIST,data science and research,usd,55000,UNITED STATES,senior,united states,S
2022,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,191200,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,169000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,110600,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,150000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,120000,UNITED STATES,senior,united states,M
2022,DATA SCIENCE CONSULTANT,data science and research,usd,139000,UNITED STATES,senior,united states,M
2022,DATA SCIENCE CONSULTANT,data science and research,usd,122000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,139600,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,85700,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,185000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,50000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,185900,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,129300,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,225000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,156400,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,200000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,175000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,185900,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,129300,UNITED STATES,senior,united states,M
2022,ML ENGINEER,machine learning and ai,usd,148500,UNITED STATES,mid-level,united states,L
2022,ML ENGINEER,machine learning and ai,usd,98200,UNITED STATES,mid-level,united states,L
2022,DATA ANALYST,data analysis,usd,115000,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,225000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,66000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,185000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,50000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,eur,45000,SPAIN,senior,spain,M
2022,DATA SCIENTIST,data science and research,eur,36000,SPAIN,senior,spain,M
2022,DATA MANAGER,leadership and management,usd,134000,UNITED STATES,mid-level,united states,M
2022,DATA MANAGER,leadership and management,usd,98000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,105000,UNITED STATES,mid-level,united states,M
2022,DATA ANALYST,data analysis,usd,62000,UNITED STATES,mid-level,united states,M
2022,BI DATA ANALYST,data analysis,usd,57000,UNITED STATES,entry-level,united states,L
2022,BIG DATA ENGINEER,data engineering,cad,210000,CANADA,senior,canada,M
2022,DATA SCIENTIST,data science and research,usd,144200,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,usd,115360,UNITED STATES,mid-level,united states,M
2022,DATA SCIENTIST,data science and research,aud,120000,AUSTRALIA,mid-level,australia,L
2022,DATA ENGINEER,data engineering,eur,70000,PORTUGAL,senior,portugal,M
2022,DATA ENGINEER,data engineering,eur,40000,PORTUGAL,senior,portugal,M
2022,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,180000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,160000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,108000,UNITED STATES,mid-level,united states,L
2022,MACHINE LEARNING MANAGER,machine learning and ai,usd,200000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING MANAGER,machine learning and ai,usd,150000,UNITED STATES,senior,united states,M
2022,DATA MANAGER,leadership and management,cad,164000,CANADA,executive,canada,L
2022,DATA ENGINEER,data engineering,usd,188700,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,160395,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,115934,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,81666,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,300000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,225000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,198440,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,144000,UNITED STATES,senior,united states,M
2022,APPLIED SCIENTIST,data science and research,usd,191475,UNITED STATES,senior,united states,M
2022,APPLIED SCIENTIST,data science and research,usd,141525,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,eur,48000,SPAIN,senior,spain,M
2022,DATA ANALYST,data analysis,eur,35000,SPAIN,senior,spain,M
2022,DATA SCIENTIST,data science and research,eur,72000,GERMANY,mid-level,germany,S
2022,LEAD DATA SCIENTIST,data science and research,usd,156868,UNITED STATES,senior,united states,L
2022,BI ANALYST,bi and visualization,usd,200000,NIGERIA,senior,nigeria,S
2022,DATA SCIENTIST,data science and research,usd,198440,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,144000,UNITED STATES,senior,united states,L
2022,LEAD MACHINE LEARNING ENGINEER,machine learning and ai,eur,66000,PORTUGAL,senior,portugal,L
2022,DATA ANALYST,data analysis,usd,90000,UNITED STATES,senior,united states,M
2022,RESEARCH SCIENTIST,data science and research,eur,120000,GERMANY,mid-level,germany,S
2022,RESEARCH SCIENTIST,data science and research,eur,80000,GERMANY,mid-level,germany,S
2022,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,180000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,108000,UNITED STATES,mid-level,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,85000,UNITED STATES,mid-level,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,210000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,165000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,132000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,130000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,110000,UNITED STATES,senior,united states,M
2022,BI DATA ANALYST,data analysis,aud,65000,AUSTRALIA,mid-level,australia,L
2021,DATA ANALYST,data analysis,aud,56000,AUSTRALIA,entry-level,australia,L
2022,DATA ANALYTICS ENGINEER,leadership and management,usd,135000,UNITED STATES,mid-level,united states,L
2022,DATA ENGINEER,data engineering,usd,178800,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,132100,UNITED STATES,senior,united states,L
2022,DATA ANALYST,data analysis,usd,20000,COSTA RICA,entry-level,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,140000,CANADA,senior,canada,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,110000,CANADA,senior,canada,M
2022,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,85000,UNITED STATES,senior,united states,M
2022,ETL DEVELOPER,data engineering,usd,250000,UNITED STATES,senior,united states,M
2022,ETL DEVELOPER,data engineering,usd,63000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,187200,UNITED STATES,executive,united states,M
2022,DATA ENGINEER,data engineering,usd,116100,UNITED STATES,executive,united states,M
2022,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,229998,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,154545,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,215000,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,159000,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,229998,UNITED STATES,senior,united states,L
2022,DATA ENGINEER,data engineering,usd,154545,UNITED STATES,senior,united states,L
2022,AI SCIENTIST,machine learning and ai,usd,50000,UNITED STATES,entry-level,united states,M
2022,DATA SCIENTIST LEAD,data science and research,usd,183000,UNITED STATES,senior,united states,L
2022,DATA ANALYST,data analysis,usd,99750,UNITED STATES,senior,united states,M
2022,DATA ANALYST,data analysis,usd,68400,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,236900,UNITED STATES,senior,united states,L
2022,DATA SCIENTIST,data science and research,usd,159200,UNITED STATES,senior,united states,L
2022,DATA SCIENCE MANAGER,data science and research,usd,243225,UNITED STATES,senior,united states,M
2022,DATA SCIENCE MANAGER,data science and research,usd,179775,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,175000,UNITED STATES,senior,united states,M
2022,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,210000,UNITED STATES,senior,united states,M
2022,MACHINE LEARNING ENGINEER,machine learning and ai,usd,180000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,148000,UNITED STATES,senior,united states,M
2022,DATA SCIENTIST,data science and research,usd,128000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,190000,UNITED STATES,senior,united states,M
2022,DATA ARCHITECT,data architecture and modeling,usd,135000,UNITED STATES,senior,united states,M
2022,ANALYTICS ENGINEER,leadership and management,usd,130000,UNITED STATES,senior,united states,M
